股票代码,股票名称,所属行业,PE(动),总市值
603883,老百姓,医药制造,40.74,121.0
603885,吉祥航空,民航机场,18.19,306.8
603886,元祖股份,食品饮料,41.57,81.98
603887,城地股份,工程建设,92.29,51.08
603888,新华网,电子信息,82.4,176.7
603889,新澳股份,纺织服装,34.09,54.27
603898,好莱客,木业家具,51.69,106.0
603899,晨光文具,文教休闲,33.86,166.9
603900,通灵珠宝,珠宝首饰,43.33,95.92
603901,永创智能,专用设备,64.22,60.20
603903,中持股份,环保工程,80.83,37.79
603906,龙蟠科技,化工行业,0.0,0
603908,牧高笛,纺织服装,110.95,52.69
603909,合诚股份,工程建设,99.0,51.25
603918,金桥信息,软件服务,1035.97,58.10
603919,金徽酒,酿酒行业,38.85,83.08
603926,铁流股份,汽车行业,0.0,0
603928,兴业股份,化工行业,50.07,59.21
603929,亚翔集成,工程建设,46.34,76.57
603936,博敏电子,电子元件,99.35,51.93
603939,益丰药房,医药制造,51.04,108.4
603955,大千生态,园林工程,86.13,60.00
603958,哈森股份,纺织服装,88.31,65.47
603959,百利科技,工程建设,61.29,65.23
603960,克来机电,专用设备,79.43,28.43
603966,法兰泰克,专用设备,159.45,66.51
603968,醋化股份,化工行业,37.75,51.49
603969,银龙股份,金属制品,46.59,67.48
603977,国泰集团,化工行业,63.58,64.18
603979,金诚信,工程建设,42.42,93.15
603986,兆易创新,软件服务,110.26,212.6
603987,康德莱,医疗行业,67.46,68.76
603988,中电电机,机械行业,175.86,57.74
603989,艾华集团,电子元件,42.36,113.3
603990,麦迪科技,软件服务,105.12,47.52
603991,至正股份,塑胶制品,115.5,43.26
603993,洛阳钼业,有色金属,98.54,766.7
603996,中新科技,电子元件,54.94,64.62
603997,继峰股份,汽车行业,44.67,105.5
603998,方盛制药,医药制造,95.43,72.44
603999,读者传媒,文化传媒,97.27,80.78
1,平安银行,银行,6.94,1569
2,万科A,房地产,11.13,2340
3,PT金田A,-,0.0,0
4,国农科技,医药制造,162.96,31.94
5,世纪星源,房地产,38.46,68.59
6,深振业A,房地产,75.71,115.6
7,全新好,旅游酒店,237.2,54.99
8,神州高铁,交运设备,83.44,241.3
9,中国宝安,房地产,72.41,203.1
10,美丽生态,园林工程,193.32,56.57
11,深物业A,房地产,0.0,97.68
12,南玻A,玻璃陶瓷,24.71,235.6
13,*ST石化A,-,0.0,0
14,沙河股份,房地产,0.0,37.21
15,PT中浩A,-,0.0,0
16,深康佳A,家电行业,0.0,109.1
17,深中华A,文教休闲,2174.32,60.32
18,神州长城,装修装饰,44.07,178.1
19,深深宝A,食品饮料,0.0,72.12
20,深华发A,电子元件,1058.24,63.63
21,深科技,电子信息,35.52,143.7
22,深赤湾A,港口水运,25.88,137.8
23,深天地A,水泥建材,411.99,41.00
24,招商地产,房地产,0.0,0
25,特力A,汽车行业,425.33,148.7
26,飞亚达A,珠宝首饰,58.64,64.89
27,深圳能源,公用事业,15.53,277.1
28,国药一致,医药制造,32.88,316.9
29,深深房A,房地产,35.78,113.0
30,富奥股份,汽车行业,15.96,110.4
31,中粮地产,房地产,20.78,149.6
32,深桑达A,电子信息,109.26,66.34
33,*ST新都,旅游酒店,0.0,0
34,神州数码,通讯行业,35.93,159.9
35,中国天楹,环保工程,54.09,97.47
36,华联控股,房地产,15.0,95.21
37,*ST南电A,电力行业,5.87,76.73
38,深大通,房地产,91.35,132.4
39,中集集团,金属制品,89.16,481.2
40,东旭蓝天,房地产,102.7,180.1
42,中洲控股,房地产,123.09,134.6
43,中航地产,房地产,51.86,83.70
45,深纺织A,电子信息,0.0,69.70
46,泛海控股,房地产,19.6,481.2
47,ST中侨,-,0.0,0
48,康达尔,农牧饲渔,329.0,132.1
49,德赛电池,电子元件,41.72,106.5
50,深天马A,电子元件,47.98,273.1
55,方大集团,金属制品,16.98,118.5
56,皇庭国际,房地产,145.32,144.7
58,深赛格,商业百货,225.78,127.3
59,华锦股份,石油行业,12.08,189.1
60,中金岭南,有色金属,113.83,248.7
61,农产品,农牧饲渔,67.45,192.4
62,深圳华强,电子元件,44.24,188.4
63,中兴通讯,通讯行业,0.0,733.8
65,北方国际,工程建设,89.25,189.7
66,长城电脑,电子信息,911.01,326.5
68,华控赛格,环保工程,798.26,79.63
69,华侨城A,房地产,15.44,600.7
70,特发信息,通讯行业,45.28,75.15
78,海王生物,医药制造,55.64,169.0
88,盐田港,港口水运,42.24,151.9
89,深圳机场,民航机场,33.37,182.1
90,天健集团,工程建设,37.77,111.5
96,广聚能源,石油行业,61.82,86.33
99,中信海直,民航机场,86.82,74.61
100,TCL集团,家电行业,21.68,444.6
150,宜华健康,医疗行业,10.14,130.8
151,中成股份,国际贸易,63.53,63.99
153,丰原药业,医药制造,68.06,39.08
155,*ST川化,化肥行业,0.0,0
156,华数传媒,文化传媒,40.99,250.5
157,中联重科,机械行业,0.0,370.2
158,常山股份,纺织服装,0.0,154.2
159,国际实业,石油行业,319.21,49.46
166,申万宏源,券商信托,24.58,1262
301,东方市场,综合行业,31.74,62.13
333,美的集团,家电行业,12.93,2208
338,潍柴动力,机械行业,22.45,450.2
400,许继电气,输配电气,20.98,182.3
401,冀东水泥,水泥建材,365.64,193.4
402,金融街,房地产,11.8,330.9
403,ST生化,医药制造,113.85,88.86
404,华意压缩,机械行业,23.7,57.25
405,ST鑫光,-,0.0,0
406,石油大明,-,0.0,0
407,胜利股份,石油行业,402.79,104.7
408,*ST金源,化肥行业,55.78,347.9
409,山东地矿,钢铁行业,2329.45,63.72
410,沈阳机床,机械行业,0.0,87.80
411,英特集团,医药制造,61.01,48.52
412,ST五环,-,0.0,0
413,东旭光电,电子元件,40.68,504.4
415,渤海金控,多元金融,23.0,441.6
416,民生控股,多元金融,352.49,58.67
417,合肥百货,商业百货,23.07,70.97
418,小天鹅A,家电行业,22.26,261.5
419,通程控股,商业百货,41.51,45.99
420,吉林化纤,化纤行业,268.66,80.01
421,南京公用,公用事业,25.78,49.65
422,湖北宜化,化肥行业,252.54,61.86
423,东阿阿胶,医药制造,22.48,416.4
425,徐工机械,机械行业,139.43,290.8
426,兴业矿业,有色金属,123.66,159.6
428,华天酒店,旅游酒店,0.0,70.00
429,粤高速A,高速公路,14.43,153.5
430,张家界,旅游酒店,31.66,40.71
488,晨鸣纸业,造纸印刷,11.59,239.1
498,山东路桥,工程建设,22.84,98.12
501,鄂武商A,商业百货,14.24,134.1
502,绿景控股,房地产,94.16,30.24
503,海虹控股,电子信息,1069.43,299.7
504,*ST生物,文化传媒,0.0,54.62
505,*ST珠江,房地产,0.0,47.80
506,中润资源,贵金属,1145.2,99.78
507,珠海港,港口水运,53.79,60.24
508,琼民源A,-,0.0,0
509,华塑控股,水泥建材,0.0,62.49
510,金路集团,化工行业,274.47,66.10
511,*ST烯碳,材料行业,0.0,75.06
513,丽珠集团,医药制造,30.87,242.1
514,渝开发,房地产,70.03,85.90
515,攀渝钛业,-,0.0,0
516,国际医学,商业百货,60.08,155.7
517,荣安地产,房地产,625.04,170.3
518,四环生物,医药制造,603.27,83.39
519,中兵红箭,机械行业,387.29,240.1
520,长航凤凰,港口水运,838.52,81.47
521,美菱电器,家电行业,34.79,76.67
522,白云山A,医药制造,0.0,0
523,广州浪奇,化工行业,218.84,59.09
524,岭南控股,旅游酒店,270.08,82.68
525,红太阳,化肥行业,94.0,118.8
526,紫光学大,文教休闲,0.0,35.21
527,美的电器,家电行业,0.0,0
528,柳工,机械行业,1258.69,105.5
529,广弘控股,食品饮料,60.05,63.05
530,大冷股份,机械行业,39.91,70.11
531,穗恒运A,电力行业,13.63,78.51
532,力合股份,综合行业,151.18,60.22
533,万家乐,家电行业,349.28,74.61
534,万泽股份,房地产,95.21,72.54
535,*ST猴王,-,0.0,0
536,华映科技,电子元件,50.86,201.2
537,广宇发展,房地产,15.39,51.43
538,云南白药,医药制造,28.2,887.3
539,粤电力A,电力行业,14.59,287.2
540,中天城投,房地产,11.83,323.8
541,佛山照明,电子元件,36.14,135.0
542,TCL通讯,-,0.0,0
543,皖能电力,电力行业,12.08,124.4
544,中原环保,公用事业,38.54,127.9
545,金浦钛业,化工行业,57.67,69.67
546,金圆股份,水泥建材,26.18,77.92
547,航天发展,通讯行业,108.1,214.0
548,湖南投资,房地产,64.2,51.07
549,S湘火炬,-,0.0,0
550,江铃汽车,汽车行业,18.75,247.1
551,创元科技,专用设备,92.44,46.01
552,靖远煤电,煤炭采选,40.43,89.65
553,沙隆达A,农药兽药,334.19,91.35
554,泰山石油,石油行业,1402.25,56.54
555,神州信息,电子信息,122.74,201.8
556,PT南洋,交运物流,0.0,0
557,西部创业,交运物流,0.0,94.21
558,莱茵体育,房地产,503.23,126.8
559,万向钱潮,汽车行业,34.01,283.6
560,昆百大A,商业百货,185.96,147.2
561,烽火电子,通讯行业,101.45,95.34
562,宏源证券,券商信托,0.0,0
563,陕国投A,多元金融,38.51,198.4
564,供销大集,商业百货,1554.31,514.9
565,渝三峡A,化工行业,24.8,55.41
566,海南海药,医药制造,82.24,185.4
567,海德股份,房地产,2256.28,48.79
568,泸州老窖,酿酒行业,28.55,573.4
569,长城股份,金属制品,0.0,0
570,苏常柴A,机械行业,68.68,50.47
571,新大洲A,煤炭采选,74.91,64.56
572,海马汽车,汽车行业,43.36,99.83
573,粤宏远A,房地产,174.0,55.30
576,广东甘化,造纸印刷,77.24,79.10
578,盐湖集团,化工行业,0.0,0
581,威孚高科,汽车行业,13.55,236.7
582,北部湾港,港口水运,33.83,175.6
583,S*ST托普,-,0.0,0
584,友利控股,化纤行业,0.0,72.68
585,东北电气,输配电气,0.0,69.35
586,汇源通信,通讯行业,1049.84,37.62
587,金洲慈航,珠宝首饰,17.72,165.3
588,PT粤金曼,-,0.0,0
589,黔轮胎A,汽车行业,517.31,48.47
590,启迪古汉,医药制造,273.41,44.98
591,太阳能,电力行业,29.92,195.5
592,平潭发展,木业家具,438.63,124.6
593,大通燃气,公用事业,625.59,38.30
594,国恒退,交运物流,0.0,0
595,宝塔实业,机械行业,0.0,72.33
596,古井贡酒,酿酒行业,33.85,262.9
597,东北制药,医药制造,773.71,62.70
598,兴蓉环境,公用事业,17.29,175.0
599,青岛双星,汽车行业,51.29,55.45
600,建投能源,电力行业,7.82,171.3
601,韶能股份,电力行业,14.88,90.98
602,金马集团,有色金属,0.0,0
603,盛达矿业,有色金属,59.43,120.1
605,渤海股份,公用事业,123.92,52.72
606,神州易桥,医药制造,196.22,89.90
607,华媒控股,文化传媒,60.26,102.1
608,阳光股份,房地产,0.0,58.94
609,绵石投资,房地产,32.9,54.97
610,西安旅游,旅游酒店,323.3,34.64
611,*ST天首,纺织服装,0.0,32.34
612,焦作万方,有色金属,214.78,121.5
613,大东海A,旅游酒店,0.0,54.76
615,京汉股份,房地产,96.06,104.9
616,海航投资,房地产,0.0,71.23
617,中油资本,多元金融,0.0,1689
618,吉林化工,-,0.0,0
619,海螺型材,水泥建材,58.62,44.53
620,新华联,房地产,69.97,147.8
621,*ST比特,-,0.0,0
622,*ST恒立,机械行业,0.0,38.14
623,吉林敖东,医药制造,16.1,275.1
625,长安汽车,汽车行业,7.37,760.7
626,远大控股,国际贸易,27.24,136.6
627,天茂集团,化工行业,28.54,320.7
628,高新发展,房地产,149.34,43.86
629,*ST钒钛,钢铁行业,0.0,215.6
630,铜陵有色,有色金属,262.98,333.7
631,顺发恒业,房地产,33.0,120.9
632,三木集团,综合行业,2186.13,41.43
633,*ST合金,有色金属,0.0,44.06
635,英力特,化工行业,147.19,80.99
636,风华高科,电子元件,69.15,96.06
637,茂化实华,石油行业,67.9,41.69
638,万方发展,房地产,374.63,41.83
639,西王食品,食品饮料,67.45,104.6
650,仁和药业,医药制造,23.52,84.83
651,格力电器,家电行业,12.34,1847
652,泰达股份,综合行业,92.32,87.80
653,ST九州,-,0.0,0
655,金岭矿业,钢铁行业,0.0,54.89
656,金科股份,房地产,22.77,306.2
657,中钨高新,有色金属,309.23,90.97
658,ST海洋,-,0.0,0
659,珠海中富,包装材料,0.0,77.91
660,*ST南华,-,0.0,0
661,长春高新,医药制造,40.35,195.6
662,天夏智慧,安防设备,85.97,156.7
663,永安林业,木业家具,425.76,50.09
665,湖北广电,文化传媒,29.63,93.91
666,经纬纺机,多元金融,30.1,163.9
667,美好置业,房地产,14.36,95.47
668,荣丰控股,房地产,0.0,31.42
669,金鸿能源,塑胶制品,35.9,83.45
670,*ST盈方,电子信息,276.36,66.80
671,阳光城,房地产,46.39,224.8
672,上峰水泥,水泥建材,94.76,103.4
673,当代东方,文化传媒,59.33,107.3
675,ST银山,-,0.0,0
676,智度股份,电子信息,83.14,166.5
677,恒天海龙,化纤行业,1179.01,53.31
678,襄阳轴承,汽车行业,2538.57,56.95
679,大连友谊,商业百货,0.0,45.90
680,山推股份,机械行业,0.0,88.10
681,视觉中国,文化传媒,81.44,133.7
682,东方电子,电子元件,130.36,50.86
683,远兴能源,化工行业,171.76,115.5
685,中山公用,公用事业,16.65,161.8
686,东北证券,券商信托,18.3,283.0
687,华讯方舟,通讯行业,81.02,131.2
688,建新矿业,有色金属,49.68,100.8
689,ST宏业,-,0.0,0
690,宝新能源,电力行业,26.84,199.1
691,ST亚太,房地产,14865.84,28.87
692,惠天热电,公用事业,0.0,35.01
693,ST华泽,有色金属,0.0,67.94
695,滨海能源,电力行业,895.27,34.77
697,炼石有色,有色金属,0.0,131.6
698,沈阳化工,石油行业,19.84,66.87
699,S*ST佳纸,-,0.0,0
700,模塑科技,汽车行业,26.67,59.10
701,厦门信达,商业百货,47.28,60.87
702,正虹科技,农牧饲渔,0.0,33.46
703,恒逸石化,化工行业,26.14,217.1
705,浙江震元,医药制造,118.35,43.57
707,双环科技,化工行业,0.0,38.52
708,大冶特钢,钢铁行业,20.11,58.87
709,河钢股份,钢铁行业,30.89,384.4
710,*ST天仪,仪器仪表,0.0,96.44
711,京蓝科技,软件服务,873.13,104.7
712,锦龙股份,多元金融,58.33,213.2
713,丰乐种业,农牧饲渔,0.0,31.65
715,中兴商业,商业百货,48.05,42.60
716,黑芝麻,食品饮料,63.74,51.39
717,*ST韶钢,钢铁行业,133.83,135.7
718,苏宁环球,房地产,20.4,219.1
719,大地传媒,文化传媒,21.55,131.5
720,新能泰山,电力行业,0.0,53.71
721,西安饮食,旅游酒店,367.69,45.41
722,湖南发展,电力行业,38.16,70.55
723,美锦能源,煤炭采选,57.4,279.0
725,京东方A,电子元件,641.0,1202
726,鲁泰A,纺织服装,15.04,116.5
727,华东科技,电子元件,612.34,144.5
728,国元证券,券商信托,31.9,405.6
729,燕京啤酒,酿酒行业,25.75,212.2
730,*ST环保,-,0.0,0
731,四川美丰,化肥行业,0.0,60.33
732,泰禾集团,房地产,13.29,215.0
733,振华科技,电子元件,40.6,88.33
735,罗牛山,农牧饲渔,78.8,84.18
736,中房地产,房地产,45.48,57.09
737,南风化工,化工行业,0.0,42.04
738,中航动控,航天航空,136.1,284.2
739,普洛药业,医药制造,37.56,98.75
748,长城信息,电子信息,0.0,0
750,国海证券,券商信托,27.19,276.1
751,锌业股份,有色金属,64.41,81.21
752,西藏发展,酿酒行业,724.47,41.70
753,漳州发展,商业百货,262.66,56.71
755,山西三维,化工行业,0.0,36.88
756,新华制药,医药制造,53.86,65.85
757,浩物股份,汽车行业,166.79,43.90
758,中色股份,有色金属,63.75,173.3
759,中百集团,商业百货,0.0,59.86
760,斯太尔,汽车行业,0.0,77.75
761,本钢板材,钢铁行业,23.62,180.9
762,西藏矿业,有色金属,517.01,88.85
763,锦州石化,-,0.0,0
765,*ST华信,-,0.0,0
766,通化金马,医药制造,97.89,175.1
767,漳泽电力,电力行业,26796.57,118.2
768,中航飞机,航天航空,162.45,671.1
769,*ST大菲,-,0.0,0
776,广发证券,券商信托,16.38,1315
777,中核科技,机械行业,89.14,93.98
778,新兴铸管,金属制品,65.97,199.7
779,三毛派神,纺织服装,253.1,33.26
780,平庄能源,煤炭采选,0.0,56.40
782,美达股份,化纤行业,0.0,54.77
783,长江证券,券商信托,25.11,554.1
785,武汉中商,商业百货,1667.74,34.04
786,北新建材,水泥建材,19.09,223.6
787,*ST创智,-,0.0,0
788,北大医药,医药制造,390.11,77.90
789,万年青,水泥建材,27.39,60.54
790,泰合健康,医药制造,64.16,52.93
791,甘肃电投,电力行业,1274.38,114.7
792,盐湖股份,化工行业,100.04,347.1
793,华闻传媒,文化传媒,24.3,225.1
795,英洛华,材料行业,230.8,79.81
796,凯撒旅游,食品饮料,41.07,129.0
797,中国武夷,房地产,561.91,95.56
798,中水渔业,农牧饲渔,0.0,39.93
799,酒鬼酒,酿酒行业,83.54,72.98
800,一汽轿车,汽车行业,0.0,188.5
801,四川九洲,家电行业,134.56,125.6
802,北京文化,文化传媒,25.47,133.0
803,*ST金宇,纺织服装,0.0,26.31
805,*ST炎黄,-,0.0,0
806,银河生物,输配电气,2841.09,133.1
807,云铝股份,有色金属,78.29,189.5
809,铁岭新城,房地产,0.0,40.74
810,创维数字,通讯行业,29.12,141.6
811,烟台冰轮,机械行业,22.87,74.58
812,陕西金叶,包装材料,158.7,55.43
813,德展健康,医药制造,31.56,218.8
815,美利云,电子信息,0.0,127.4
816,智慧农业,机械行业,871.51,95.77
817,辽河油田,-,0.0,0
818,方大化工,化工行业,154.97,85.79
819,岳阳兴长,石油行业,212.1,64.35
820,神雾节能,环保工程,134.54,269.7
821,京山轻机,机械行业,130.09,77.58
822,山东海化,化工行业,0.0,57.29
823,超声电子,电子元件,52.66,78.83
825,太钢不锈,钢铁行业,24.5,275.1
826,启迪桑德,环保工程,31.09,296.9
827,*ST长兴,-,0.0,0
828,东莞控股,高速公路,17.73,147.0
829,天音控股,通讯行业,48.41,108.2
830,鲁西化工,化肥行业,35.75,85.55
831,*ST五稀,有色金属,0.0,135.6
832,*ST龙涤,-,0.0,0
833,贵糖股份,食品饮料,0.0,60.82
835,长城动漫,文化传媒,0.0,35.75
836,鑫茂科技,安防设备,211.4,100.3
837,秦川机床,机械行业,0.0,65.73
838,财信发展,房地产,79.09,88.04
839,中信国安,电子信息,200.59,461.8
848,承德露露,食品饮料,22.86,111.0
850,华茂股份,纺织服装,58.97,58.13
851,高鸿股份,通讯行业,101.57,81.35
852,石化机械,机械行业,0.0,73.33
856,*ST冀装,专用设备,144.89,33.51
858,五粮液,酿酒行业,23.75,1615
859,国风塑业,塑胶制品,265.04,48.66
860,顺鑫农业,酿酒行业,30.62,126.3
861,海印股份,房地产,59.7,103.5
862,银星能源,输配电气,507.53,55.98
863,三湘印象,房地产,19.62,117.6
866,扬子石化,-,0.0,0
868,安凯客车,汽车行业,94.28,48.41
869,张裕A,酿酒行业,23.78,261.5
875,吉电股份,电力行业,157.6,126.2
876,新希望,农牧饲渔,12.33,347.4
877,天山股份,水泥建材,149.32,149.0
878,云南铜业,有色金属,346.75,205.9
880,潍柴重机,船舶制造,156.41,43.35
881,中广核技,综合行业,34530.12,274.2
882,华联股份,商业百货,55.77,92.83
883,湖北能源,电力行业,12.89,314.3
885,同力水泥,水泥建材,4717.59,134.8
886,海南高速,高速公路,84.14,52.90
887,中鼎股份,塑胶制品,27.71,295.0
888,峨眉山A,旅游酒店,36.9,70.55
889,茂业通信,通讯行业,45.51,104.8
890,法尔胜,金属制品,29.63,41.87
892,欢瑞世纪,文化传媒,0.0,122.2
893,东凌国际,化肥行业,473.47,115.6
895,双汇发展,食品饮料,17.08,752.3
897,津滨发展,房地产,115.33,80.22
898,鞍钢股份,钢铁行业,30.38,395.7
899,赣能股份,电力行业,18.13,94.93
900,现代投资,高速公路,12.5,90.16
901,航天科技,航天航空,385.87,143.6
902,新洋丰,化肥行业,16.81,120.3
903,云内动力,机械行业,42.17,85.42
905,厦门港务,港口水运,39.48,81.56
906,浙商中拓,商业百货,48.47,62.08
908,景峰医药,医药制造,40.29,89.82
909,数源科技,综合行业,159.81,48.26
910,大亚圣象,木业家具,21.1,114.2
911,南宁糖业,食品饮料,0.0,50.26
912,泸天化,化肥行业,0.0,77.34
913,*ST钱江,交运设备,112.9,83.00
915,山大华特,医药制造,34.64,73.69
916,华北高速,高速公路,18.2,54.61
917,电广传媒,文化传媒,70.19,200.4
918,嘉凯城,房地产,36.23,144.5
919,金陵药业,医药制造,37.18,66.98
920,南方汇通,交运设备,56.42,60.89
921,海信科龙,家电行业,16.96,195.3
922,*ST佳电,机械行业,0.0,53.33
923,河北宣工,机械行业,0.0,49.52
925,众合科技,交运设备,0.0,79.12
926,福星股份,房地产,20.21,117.4
927,一汽夏利,汽车行业,0.0,121.6
928,中钢国际,工程建设,32.97,162.2
929,兰州黄河,酿酒行业,0.0,32.45
930,中粮生化,农牧饲渔,90.39,127.7
931,中关村,房地产,936.79,70.49
932,华菱钢铁,钢铁行业,0.0,144.8
933,*ST神火,煤炭采选,12.27,135.1
935,四川双马,水泥建材,208.25,176.0
936,华西股份,化纤行业,13.69,82.75
937,冀中能源,煤炭采选,215.95,233.6
938,紫光股份,电子信息,85.57,593.0
939,凯迪生态,电力行业,104.61,235.8
948,南天信息,软件服务,202.63,41.92
949,新乡化纤,化纤行业,69.33,79.74
950,*ST建峰,化肥行业,0.0,57.90
951,中国重汽,汽车行业,34.69,104.8
952,广济药业,医药制造,36.27,51.45
953,*ST河化,化肥行业,0.0,35.32
955,欣龙控股,化纤行业,0.0,38.28
956,中原油气,-,0.0,0
957,中通客车,汽车行业,15.92,96.64
958,东方能源,电力行业,20.85,79.09
959,首钢股份,钢铁行业,214.27,390.9
960,锡业股份,有色金属,259.71,195.6
961,中南建设,房地产,45.94,299.0
962,*ST东钽,有色金属,171.9,49.86
963,华东医药,医药制造,29.23,422.9
965,天保基建,房地产,45.81,71.13
966,长源电力,电力行业,9.28,65.83
967,盈峰环境,金属制品,52.49,113.8
968,*ST煤气,石油行业,0.0,107.9
969,安泰科技,金属制品,113.28,106.3
970,中科三环,电子元件,49.46,156.6
971,高升控股,电子信息,95.22,105.7
972,中基健康,食品饮料,0.0,48.67
973,佛塑科技,塑胶制品,69.29,87.07
975,银泰资源,有色金属,76.62,168.3
976,春晖股份,化纤行业,104.69,156.7
977,浪潮信息,电子信息,42.28,196.9
978,桂林旅游,旅游酒店,63.64,41.74
979,中弘股份,房地产,74.11,159.4
980,金马股份,汽车行业,98.65,85.61
981,银亿股份,房地产,60.35,310.1
982,中银绒业,纺织服装,0.0,165.2
983,西山煤电,煤炭采选,66.06,286.8
985,大庆华科,石油行业,125.28,41.77
987,越秀金控,商业百货,48.53,301.1
988,华工科技,电子元件,61.43,137.3
989,九芝堂,医药制造,30.26,187.1
990,诚志股份,化工行业,185.5,205.5
991,通海高科,-,0.0,0
993,闽东电力,电力行业,30.62,49.12
995,*ST皇台,酿酒行业,0.0,27.37
996,中国中期,交运物流,270.99,55.13
997,新大陆,安防设备,37.78,180.9
998,隆平高科,农牧饲渔,200.27,267.4
999,华润三九,医药制造,22.02,263.8
1696,宗申动力,交运设备,30.8,100.4
1896,豫能控股,电力行业,13.64,99.81
1979,招商蛇口,房地产,14.66,1405
2001,新和成,医药制造,18.44,221.8
2002,鸿达兴业,化工行业,31.04,215.9
2003,伟星股份,纺织服装,21.99,69.21
2004,华邦健康,农药兽药,21.16,172.6
2005,德豪润达,家电行业,333.96,82.25
2006,精功科技,机械行业,62.17,43.70
2007,华兰生物,医药制造,43.24,337.4
2008,大族激光,机械行业,33.13,279.6
2009,天奇股份,机械行业,60.94,53.36
2010,传化智联,化工行业,73.48,560.7
2011,盾安环境,机械行业,103.53,85.94
2012,凯恩股份,造纸印刷,713.08,61.96
2013,中航机电,航天航空,48.08,280.4
2014,永新股份,包装材料,28.01,56.77
2015,霞客环保,纺织服装,0.0,35.54
2016,世荣兆业,房地产,63.55,78.73
2017,东信和平,通讯行业,86.53,47.87
2018,华信国际,石油行业,53.72,197.7
2019,亿帆医药,医药制造,26.31,188.2
2020,京新药业,医药制造,29.42,78.62
2021,中捷资源,机械行业,0.0,61.22
2022,科华生物,医药制造,39.12,106.5
2023,海特高新,航天航空,183.31,106.4
2024,苏宁云商,商业百货,0.0,1016
2025,航天电器,电子元件,40.64,108.1
2026,山东威达,机械行业,39.47,45.50
2027,分众传媒,电子信息,24.69,1036
2028,思源电气,输配电气,34.07,119.7
2029,七匹狼,纺织服装,35.11,79.04
2030,达安基因,医药制造,145.4,164.5
2031,巨轮智能,汽车行业,233.03,83.14
2032,苏泊尔,家电行业,24.52,242.6
2033,丽江旅游,旅游酒店,28.8,64.46
2034,美欣达,纺织服装,280.99,56.75
2035,华帝股份,家电行业,44.9,120.5
2036,联创电子,电子信息,54.43,114.6
2037,久联发展,化工行业,204.42,54.05
2038,双鹭药业,医药制造,38.95,185.4
2039,黔源电力,电力行业,19.25,49.60
2040,南京港,港口水运,303.66,85.96
2041,登海种业,农牧饲渔,44.79,142.0
2042,华孚色纺,化纤行业,25.65,122.9
2043,兔宝宝,木业家具,48.79,115.8
2044,美年健康,医疗行业,98.24,333.0
2045,国光电器,电子元件,111.29,67.25
2046,轴研科技,机械行业,421.13,52.97
2047,宝鹰股份,装修装饰,34.58,118.0
2048,宁波华翔,汽车行业,20.08,122.8
2049,紫光国芯,电子元件,55.75,187.4
2050,三花智控,家电行业,22.71,194.7
2051,中工国际,工程建设,28.18,267.4
2052,同洲电子,通讯行业,0.0,71.24
2053,云南能投,化工行业,41.23,111.4
2054,德美化工,化工行业,28.96,50.56
2055,得润电子,电子元件,106.54,108.7
2056,横店东磁,电子元件,29.92,132.0
2057,中钢天源,综合行业,281.7,30.80
2058,威尔泰,仪器仪表,0.0,39.02
2059,云南旅游,旅游酒店,106.36,88.79
2060,粤水电,工程建设,52.64,47.55
2061,江山化工,化工行业,75.1,49.77
2062,宏润建设,工程建设,31.28,72.88
2063,远光软件,软件服务,59.33,75.34
2064,华峰氨纶,化纤行业,0.0,90.38
2065,东华软件,软件服务,40.12,338.0
2066,瑞泰科技,材料行业,160.17,40.43
2067,景兴纸业,造纸印刷,31.46,72.09
2068,黑猫股份,化工行业,0.0,54.94
2069,*ST獐岛,农牧饲渔,105.69,84.12
2070,众和股份,纺织服装,149.32,102.8
2071,长城影视,文化传媒,43.78,64.47
2072,凯瑞德,纺织服装,98.53,42.94
2073,软控股份,电子信息,0.0,103.1
2074,国轩高科,输配电气,26.79,276.2
2075,沙钢股份,钢铁行业,161.7,355.7
2076,雪莱特,电子元件,128.39,52.00
2077,大港股份,房地产,325.05,88.04
2078,太阳纸业,造纸印刷,21.39,187.4
2079,苏州固锝,电子元件,61.17,69.38
2080,中材科技,玻璃陶瓷,40.2,161.4
2081,金螳螂,装修装饰,16.72,304.0
2082,栋梁新材,有色金属,61.4,46.39
2083,孚日股份,纺织服装,20.51,66.10
2084,海鸥卫浴,金属制品,57.45,47.96
2085,万丰奥威,汽车行业,40.42,382.0
2086,东方海洋,农牧饲渔,94.78,72.62
2087,新野纺织,纺织服装,30.2,56.52
2088,鲁阳节能,玻璃陶瓷,52.51,44.76
2089,新海宜,通讯行业,125.85,107.0
2090,金智科技,电子信息,50.52,55.16
2091,江苏国泰,国际贸易,50.01,161.5
2092,中泰化学,化工行业,15.37,283.3
2093,国脉科技,电信运营,153.91,104.4
2094,青岛金王,工艺商品,69.02,105.6
2095,生意宝,电子信息,469.49,100.5
2096,南岭民爆,化工行业,161.56,54.69
2097,山河智能,机械行业,153.06,70.02
2098,浔兴股份,化纤行业,53.82,61.97
2099,海翔药业,医药制造,22.68,131.3
2100,天康生物,农牧饲渔,20.73,88.15
2101,广东鸿图,汽车行业,36.12,56.92
2102,冠福股份,医药制造,82.75,134.6
2103,广博股份,文教休闲,82.45,79.36
2104,恒宝股份,电子信息,45.95,76.72
2105,信隆健康,文教休闲,172.37,51.22
2106,莱宝高科,电子元件,59.32,91.76
