股票代码,股票名称,所属行业,PE(动),总市值
2732,燕塘乳业,食品饮料,53.77,57.04
2733,雄韬股份,电子元件,58.38,72.47
2734,利民股份,农药兽药,59.55,55.16
2735,王子新材,包装材料,128.58,38.05
2736,国信证券,券商信托,24.88,1229
2737,葵花药业,医药制造,64.75,105.9
2738,中矿资源,工程建设,138.87,55.38
2739,万达院线,文化传媒,45.26,691.7
2740,爱迪尔,珠宝首饰,91.86,53.09
2741,光华科技,化工行业,107.23,69.19
2742,三圣股份,水泥建材,44.81,52.83
2743,富煌钢构,水泥建材,83.63,50.79
2745,木林森,电子元件,46.04,192.8
2746,仙坛股份,农牧饲渔,36.61,87.12
2747,埃斯顿,机械行业,166.22,114.0
2748,世龙实业,化工行业,57.3,54.07
2749,国光股份,农药兽药,40.34,68.00
2750,龙津药业,医药制造,63.3,62.04
2751,易尚展示,木业家具,387.43,58.57
2752,\x95NÐË¹É·Ý,½ðÊôÖÆÆ·,69.23,125.6Ò
2753,永东股份,煤炭采选,70.56,46.52
2755,东方新星,工程建设,4081.54,42.87
2756,永兴特钢,钢铁行业,41.17,104.4
2757,南兴装备,机械行业,78.36,47.27
2758,华通医药,医药制造,98.74,39.65
2759,天际股份,家电行业,218.5,115.7
2760,凤形股份,金属制品,320.18,32.75
2761,多喜爱,纺织服装,525.35,68.40
2762,金发拉比,纺织服装,173.19,113.3
2763,汇洁股份,纺织服装,32.32,69.55
2765,蓝黛传动,机械行业,51.56,66.32
2766,索菱股份,通讯行业,84.04,68.01
2767,先锋电子,仪器仪表,144.56,62.85
2768,国恩股份,化工行业,49.85,65.26
2769,普路通,电子信息,36.07,75.30
2770,科迪乳业,食品饮料,68.1,62.58
2771,真视通,软件服务,101.31,57.24
2772,众兴菌业,食品饮料,39.52,62.64
2773,康弘药业,医药制造,76.29,315.9
2774,快意电梯,机械行业,36.21,35.59
2775,文科园林,园林工程,39.66,55.35
2776,柏堡龙,纺织服装,69.1,72.88
2777,久远银海,电子信息,149.53,70.85
2778,高科石化,石油行业,102.95,34.55
2779,中坚科技,机械行业,105.35,48.13
2780,三夫户外,商业百货,122.42,43.30
2781,奇信股份,工程建设,62.25,79.20
2782,可立克,电子元件,122.06,102.5
2783,凯龙股份,化工行业,65.5,73.77
2785,万里石,水泥建材,291.4,58.00
2786,银宝山新,机械行业,79.8,71.83
2787,华源控股,包装材料,45.3,55.20
2788,鹭燕医药,医疗行业,61.17,64.14
2789,建艺集团,装修装饰,67.03,55.13
2790,瑞尔特,塑胶制品,43.68,70.98
2791,坚朗五金,金属制品,42.02,103.4
2792,通宇通讯,通讯行业,46.58,97.09
2793,东音股份,机械行业,66.72,66.96
2795,永和智控,机械行业,110.27,74.30
2796,世嘉科技,金属制品,98.7,46.51
2797,第一创业,券商信托,117.56,660.4
2798,帝王洁具,木业家具,155.36,53.18
2799,环球印务,造纸印刷,231.8,51.30
2800,天顺股份,交运物流,141.05,46.68
2801,微光股份,机械行业,72.47,72.42
2802,洪汇新材,化工行业,121.33,63.73
2803,吉宏股份,造纸印刷,132.75,52.64
2805,丰元股份,化工行业,199.49,47.10
2806,华锋股份,电子元件,188.61,48.38
2807,江阴银行,银行,46.48,361.6
2808,苏州恒久,电子元件,167.31,52.92
2809,红墙股份,化工行业,88.26,58.20
2810,山东赫达,化工行业,98.36,48.71
2811,亚泰国际,装修装饰,80.47,66.69
2812,创新股份,包装材料,50.46,74.30
2813,路畅科技,通讯行业,111.97,57.55
2815,崇达技术,电子元件,49.91,187.5
2816,和科达,专用设备,154.82,40.16
2817,黄山胶囊,医药制造,97.02,56.16
2818,富森美,商业百货,43.39,249.9
2819,东方中科,仪器仪表,171.82,52.58
2820,桂发祥,食品饮料,64.11,66.16
2821,凯莱英,医疗行业,66.15,166.4
2822,中装建设,装修装饰,56.15,86.55
2823,凯中精密,专用设备,79.46,83.78
2824,和胜股份,有色金属,82.89,59.17
2825,纳尔股份,材料行业,92.88,60.41
2826,易明医药,医药制造,122.12,60.03
2827,高争民爆,化工行业,61.38,66.06
2828,贝肯能源,石油行业,110.38,53.67
2829,星网宇达,电子信息,101.54,74.46
2830,名雕股份,工程建设,208.6,48.40
2831,裕同科技,造纸印刷,41.8,307.1
2832,比音勒芬,纺织服装,49.08,68.86
2833,弘亚数控,专用设备,47.9,76.68
2835,同为股份,电子信息,97.34,48.83
2836,新宏泽,造纸印刷,127.18,63.98
2837,英维克,机械行业,64.83,48.83
2838,道恩股份,机械行业,75.49,61.85
2839,张家港行,银行,79.87,532.3
2840,华统股份,食品饮料,67.6,57.85
2841,视源股份,电子元件,49.81,394.9
2842,翔鹭钨业,有色金属,91.34,63.41
2843,泰嘉股份,金属制品,144.19,55.20
2845,同兴达,电子元件,147.78,79.20
2846,英联股份,包装材料,101.77,56.40
2847,盐津铺子,食品饮料,80.2,68.70
2848,高斯贝尔,通讯行业,144.21,63.60
2849,威星智能,仪器仪表,104.52,54.59
2850,科达利,金属制品,78.41,182.4
2851,麦格米特,电力行业,127.2,139.5
2852,道道全,食品饮料,70.97,146.0
2853,皮阿诺,木业家具,99.56,87.15
2855,捷荣技术,塑胶制品,50.44,36.41
2856,美芝股份,装修装饰,57.59,30.02
2857,三晖电气,仪器仪表,35.69,14.30
2858,力盛赛车,文化传媒,32.67,10.67
2859,洁美科技,电子元件,0.0,0
2860,星帅尔,家电行业,0.0,0
2861,瀛通通讯,电子元件,0.0,0
2862,实丰文化,文教休闲,0.0,0
2863,今飞凯达,汽车行业,0.0,0
300001,特锐德,输配电气,101.68,171.6
300002,神州泰岳,软件服务,41.15,192.2
300003,乐普医疗,医疗行业,43.39,314.5
300004,南风股份,机械行业,251.0,73.12
300005,探路者,纺织服装,63.68,85.21
300006,莱美药业,医药制造,110.51,69.12
300007,汉威电子,仪器仪表,74.42,59.19
300008,天海防务,船舶制造,59.96,95.23
300009,安科生物,医药制造,61.23,115.4
300010,立思辰,软件服务,182.43,140.0
300011,鼎汉技术,交运设备,123.51,102.5
300012,华测检测,综合行业,83.28,83.73
300013,新宁物流,交运物流,128.3,41.81
300014,亿纬锂能,电子元件,65.45,164.8
300015,爱尔眼科,医药制造,49.35,308.2
300016,北陆药业,医药制造,345.51,56.59
300017,网宿科技,软件服务,27.4,342.6
300018,中元股份,输配电气,49.67,53.04
300019,硅宝科技,化工行业,45.85,41.56
300020,银江股份,软件服务,30.64,96.79
300021,大禹节水,材料行业,218.87,61.14
300022,吉峰农机,商业百货,119.43,33.35
300023,宝德股份,专用设备,85.0,53.42
300024,机器人,机械行业,86.41,355.0
300025,华星创业,通讯行业,94.12,44.74
300026,红日药业,医药制造,24.83,163.5
300027,华谊兄弟,文化传媒,34.99,282.7
300028,金亚科技,文化传媒,346.67,40.31
300029,天龙光电,电子元件,0.0,26.44
300030,阳普医疗,医疗行业,139.72,40.08
300031,宝通科技,软件服务,63.01,88.68
300032,金龙机电,电子元件,67.39,127.2
300033,同花顺,软件服务,29.74,360.3
300034,钢研高纳,材料行业,94.98,91.15
300035,中科电气,机械行业,149.25,41.96
300036,超图软件,软件服务,61.31,78.14
300037,新宙邦,材料行业,40.84,104.5
300038,梅泰诺,通讯行业,145.52,136.3
300039,上海凯宝,医药制造,31.14,88.00
300040,九洲电气,输配电气,81.68,45.17
300041,回天新材,化工行业,43.5,45.09
300042,朗科科技,电子信息,109.12,48.75
300043,星辉娱乐,文教休闲,23.96,118.6
300044,赛为智能,软件服务,76.83,77.46
300045,华力创通,软件服务,151.35,77.23
300046,台基股份,电子元件,86.41,33.30
300047,天源迪科,软件服务,174.85,56.13
300048,合康新能,输配电气,33.36,64.16
300049,福瑞股份,医药制造,76.05,54.12
300050,世纪鼎利,通讯行业,48.88,58.62
300051,三五互联,电子信息,67.67,51.72
300052,中青宝,电子信息,0.0,61.68
300053,欧比特,安防设备,167.42,81.20
300054,鼎龙股份,化工行业,51.2,118.6
300055,万邦达,环保工程,54.65,145.0
300056,三维丝,环保工程,61.57,68.35
300057,万顺股份,包装材料,96.69,65.11
300058,蓝色光标,文化传媒,31.37,201.2
300059,东方财富,电子信息,77.82,555.5
300061,康耐特,塑胶制品,200.33,115.6
300062,中能电气,输配电气,64.01,49.67
300063,天龙集团,化工行业,48.89,80.40
300064,豫金刚石,材料行业,83.31,127.2
300065,海兰信,电子信息,138.73,93.05
300066,三川智慧,仪器仪表,52.32,69.89
300067,安诺其,化工行业,57.69,47.23
300068,南都电源,电子元件,48.14,158.5
300069,金利华电,输配电气,178.84,42.72
300070,碧水源,环保工程,89.59,524.9
300071,华谊嘉信,文化传媒,36.42,61.04
300072,三聚环保,化工行业,44.21,715.0
300073,当升科技,材料行业,105.0,104.3
300074,华平股份,软件服务,367.47,47.65
300075,数字政通,软件服务,92.18,68.76
300076,GQY视讯,安防设备,0.0,50.50
300077,国民技术,电子元件,135.94,85.22
300078,思创医惠,安防设备,79.03,105.9
300079,数码视讯,通讯行业,50.81,98.24
300080,易成新能,材料行业,226.49,46.56
300081,恒信移动,通讯行业,0.0,66.83
300082,奥克股份,化工行业,44.87,56.61
300083,劲胜精密,金属制品,118.57,126.2
300084,海默科技,专用设备,1755.68,49.02
300085,银之杰,软件服务,200.45,134.6
300086,康芝药业,医药制造,133.18,61.47
300087,荃银高科,农牧饲渔,0.0,43.30
300088,长信科技,电子元件,59.16,181.6
300089,文化长城,玻璃陶瓷,50.64,73.92
300090,盛运环保,环保工程,62.91,138.5
300091,金通灵,机械行业,116.94,78.27
300092,科新机电,机械行业,173.11,31.01
300093,金刚玻璃,玻璃陶瓷,7135.7,50.22
300094,国联水产,农牧饲渔,81.31,68.19
300095,华伍股份,机械行业,109.48,50.83
300096,易联众,软件服务,0.0,66.95
300097,智云股份,机械行业,147.27,91.17
300098,高新兴,安防设备,50.49,135.0
300099,尤洛卡,仪器仪表,0.0,87.83
300100,双林股份,汽车行业,33.27,107.9
300101,振芯科技,通讯行业,256.27,102.5
300102,乾照光电,电子元件,122.03,59.04
300103,达刚路机,专用设备,238.84,56.47
300104,乐视网,文化传媒,94.86,623.5
300105,龙源技术,机械行业,0.0,43.62
300106,西部牧业,农牧饲渔,0.0,32.80
300107,建新股份,化工行业,166.05,37.02
300108,双龙股份,化工行业,31.12,58.00
300109,新开源,化工行业,93.0,79.38
300110,华仁药业,医药制造,392.86,94.07
300111,向日葵,输配电气,183.08,56.10
300112,万讯自控,仪器仪表,143.9,37.94
300113,顺网科技,软件服务,35.74,186.2
300114,中航电测,电子元件,93.27,96.10
300115,长盈精密,电子元件,38.83,265.5
300116,坚瑞沃能,机械行业,62.68,266.1
300117,嘉寓股份,水泥建材,76.33,50.24
300118,东方日升,输配电气,15.62,108.4
300119,瑞普生物,医药制造,49.06,64.84
300120,经纬电材,金属制品,283.33,33.16
300121,阳谷华泰,化工行业,29.9,46.88
300122,智飞生物,医药制造,912.17,296.6
300123,太阳鸟,船舶制造,445.76,57.33
300124,汇川技术,仪器仪表,40.48,371.7
300125,易世达,环保工程,0.0,33.28
300126,锐奇股份,机械行业,232.23,34.28
300127,银河磁体,电子元件,57.97,64.73
300128,锦富技术,电子元件,267.57,102.2
300129,泰胜风能,输配电气,29.6,62.76
300130,新国都,电子信息,55.69,58.47
300131,英唐智控,电子元件,48.64,97.97
300132,青松股份,化工行业,125.09,37.43
300133,华策影视,文化传媒,51.95,194.1
300134,大富科技,通讯行业,281.18,179.3
300135,宝利国际,化工行业,136.36,55.57
300136,信维通信,通讯行业,70.61,326.1
300137,先河环保,环保工程,59.06,55.10
300138,晨光生物,食品饮料,48.5,51.37
300139,晓程科技,电子元件,186.05,36.33
300140,中环装备,输配电气,0.0,55.22
300141,和顺电气,输配电气,186.09,37.73
300142,沃森生物,医药制造,0.0,201.3
300143,星河生物,农牧饲渔,187.35,77.26
300144,宋城演艺,旅游酒店,32.05,289.2
300145,中金环境,机械行业,47.37,186.0
300146,汤臣倍健,食品饮料,30.85,165.1
300147,香雪制药,医药制造,117.92,77.86
300148,天舟文化,文化传媒,86.12,131.9
300149,量子高科,食品饮料,126.15,81.97
300150,世纪瑞尔,电子信息,0.0,54.97
300151,昌红科技,塑胶制品,166.47,64.57
300152,科融环境,环保工程,0.0,64.15
300153,科泰电源,输配电气,272.66,52.74
300154,瑞凌股份,机械行业,45.11,44.21
300155,安居宝,安防设备,344.23,61.40
300156,神雾环保,环保工程,48.13,339.7
300157,恒泰艾普,石油行业,1256.91,62.22
300158,振东制药,医药制造,78.51,107.3
300159,新研股份,机械行业,86.71,217.6
300160,秀强股份,玻璃陶瓷,65.5,75.62
300161,华中数控,机械行业,0.0,45.84
300162,雷曼股份,电子元件,89.41,48.97
300163,先锋新材,材料行业,72.45,44.41
300164,通源石油,石油行业,343.14,39.99
300165,天瑞仪器,仪器仪表,66.4,46.64
300166,东方国信,软件服务,81.45,130.5
300167,迪威视讯,安防设备,0.0,46.15
300168,万达信息,软件服务,154.61,180.4
300169,天晟新材,塑胶制品,190.12,34.59
300170,汉得信息,软件服务,45.07,99.62
300171,东富龙,医疗行业,35.51,87.83
300172,中电环保,环保工程,47.75,52.07
300173,智慧松德,机械行业,152.64,98.36
300174,元力股份,化工行业,271.56,81.23
300175,朗源股份,农牧饲渔,259.14,73.40
300176,鸿特精密,汽车行业,137.61,59.01
300177,中海达,通讯行业,213.13,61.07
300178,腾邦国际,旅游酒店,56.61,93.34
300179,四方达,材料行业,125.58,37.07
300180,华峰超纤,塑胶制品,123.2,122.1
300181,佐力药业,医药制造,71.16,51.25
300182,捷成股份,软件服务,26.64,256.1
300183,东软载波,电子信息,35.89,113.6
300184,力源信息,电子元件,163.41,77.37
300185,通裕重工,机械行业,63.21,98.03
300186,大华农,医药制造,0.0,0
300187,永清环保,环保工程,75.72,79.58
300188,美亚柏科,软件服务,53.81,98.28
300189,神农基因,农牧饲渔,0.0,50.18
300190,维尔利,环保工程,68.04,65.46
300191,潜能恒信,石油行业,691.48,94.78
300192,科斯伍德,化工行业,96.52,37.06
300193,佳士科技,机械行业,50.24,50.74
300194,福安药业,医药制造,52.76,109.9
300195,长荣股份,机械行业,46.12,54.61
300196,长海股份,材料行业,30.24,78.30
300197,铁汉生态,园林工程,52.68,202.6
300198,纳川股份,水泥建材,180.09,79.02
300199,翰宇药业,医药制造,50.46,154.8
300200,高盟新材,材料行业,51.05,35.29
300201,海伦哲,专用设备,191.7,89.48
300202,聚龙股份,机械行业,69.31,112.6
300203,聚光科技,仪器仪表,40.77,137.0
300204,舒泰神,医药制造,32.55,83.75
300205,天喻信息,电子元件,151.78,62.36
300206,理邦仪器,医疗行业,343.12,50.84
300207,欣旺达,输配电气,38.58,173.6
300209,天泽信息,软件服务,115.15,81.27
300210,森远股份,机械行业,71.38,48.45
300211,亿通科技,通讯行业,316.74,35.35
300212,易华录,软件服务,113.18,125.7
300213,佳讯飞鸿,通讯行业,65.23,67.32
300214,日科化学,塑胶制品,39.21,34.79
300215,电科院,输配电气,159.02,112.4
300216,千山药机,医疗行业,442.54,111.2
300217,东方电热,机械行业,91.11,51.07
300218,安利股份,化工行业,55.57,32.44
300219,鸿利智汇,电子元件,34.15,88.03
300220,金运激光,电子元件,352.33,34.78
300221,银禧科技,塑胶制品,52.61,80.49
300222,科大智能,输配电气,87.3,196.0
300223,北京君正,电子元件,1142.04,80.54
300224,正海磁材,材料行业,55.88,106.7
300225,金力泰,化工行业,95.02,66.74
300226,上海钢联,电子信息,294.15,62.82
300227,光韵达,电子元件,203.45,32.93
300228,富瑞特装,机械行业,0.0,69.05
300229,拓尔思,软件服务,134.61,76.97
300230,永利股份,塑胶制品,70.32,87.92
300231,银信科技,软件服务,51.7,61.14
300232,洲明科技,电子元件,55.53,95.15
300233,金城医药,医药制造,75.36,99.07
300234,开尔新材,材料行业,164.02,46.67
300235,方直科技,电子信息,222.13,40.90
300236,上海新阳,材料行业,131.33,74.04
300237,美晨科技,园林工程,44.05,142.5
300238,冠昊生物,医疗行业,126.07,82.41
300239,东宝生物,医药制造,213.06,37.05
300240,飞力达,交运物流,47.72,39.37
300241,瑞丰光电,电子元件,64.49,41.23
300242,明家联合,输配电气,37.81,74.36
300243,瑞丰高材,化工行业,107.38,32.51
300244,迪安诊断,医药制造,65.95,173.3
300245,天玑科技,软件服务,69.92,46.53
300246,宝莱特,医疗行业,69.12,47.11
300247,乐金健康,机械行业,146.36,64.38
300248,新开普,软件服务,165.85,68.46
300249,依米康,机械行业,219.88,63.83
300250,初灵信息,电子信息,58.29,57.79
300251,光线传媒,文化传媒,36.51,282.5
300252,金信诺,输配电气,59.63,119.6
300253,卫宁健康,软件服务,25.36,155.2
300254,仟源医药,医药制造,104.84,40.64
300255,常山药业,医药制造,54.51,72.93
300256,星星科技,塑胶制品,52.76,77.06
300257,开山股份,机械行业,185.99,187.2
300258,精锻科技,汽车行业,36.58,66.70
300259,新天科技,仪器仪表,67.31,61.80
300260,新莱应材,材料行业,400.0,33.83
300261,雅本化学,化工行业,195.37,56.01
300262,巴安水务,环保工程,34.44,75.09
300263,隆华节能,机械行业,118.32,62.63
300264,佳创视讯,软件服务,323.04,44.08
300265,通光线缆,输配电气,42.56,51.03
300266,兴源环境,环保工程,132.38,268.9
300267,尔康制药,医药制造,29.65,285.7
300268,万福生科,农牧饲渔,0.0,47.30
300269,联建光电,电子元件,34.57,139.3
300270,中威电子,安防设备,88.63,38.54
300271,华宇软件,软件服务,42.78,116.2
300272,开能环保,机械行业,56.87,45.46
300273,和佳股份,医疗行业,37.33,113.3
300274,阳光电源,机械行业,36.94,146.2
300275,梅安森,仪器仪表,0.0,46.07
300276,三丰智能,机械行业,553.37,82.26
300277,海联讯,软件服务,0.0,37.99
300278,华昌达,机械行业,98.37,114.6
300279,和晶科技,电子信息,72.18,67.29
300280,南通锻压,机械行业,698.13,40.51
300281,金明精机,机械行业,120.77,47.11
300282,汇冠股份,电子信息,54.56,65.95
300283,温州宏丰,材料行业,90.2,38.83
300284,苏交科,工程建设,32.95,106.1
300285,国瓷材料,化工行业,93.51,121.9
300286,安科瑞,仪器仪表,45.79,36.69
300287,飞利信,软件服务,37.74,155.0
300288,朗玛信息,电子信息,106.73,90.87
300289,利德曼,医药制造,83.74,52.89
300290,荣科科技,软件服务,173.51,42.24
300291,华录百纳,文化传媒,70.4,168.0
300292,吴通控股,通讯行业,41.88,99.31
300293,蓝英装备,机械行业,2412.12,46.14
300294,博雅生物,医药制造,63.0,171.4
300295,三六五网,电子信息,41.17,49.42
300296,利亚德,电子元件,49.18,329.0
300297,蓝盾股份,软件服务,77.25,146.9
300298,三诺生物,医疗行业,40.58,64.39
300299,富春通信,通讯行业,94.66,92.76
300300,汉鼎宇佑,软件服务,155.24,95.09
300301,长方集团,电子元件,82.87,58.78
300302,同有科技,软件服务,107.19,93.99
300303,聚飞光电,电子元件,42.52,66.00
300304,云意电气,汽车行业,127.35,140.2
300305,裕兴股份,材料行业,47.9,34.60
300306,远方光电,仪器仪表,74.43,60.25
300307,慈星股份,专用设备,55.86,90.79
300308,中际装备,机械行业,1475.36,81.63
300309,吉艾科技,仪器仪表,0.0,121.4
300310,宜通世纪,通讯行业,69.37,118.4
300311,任子行,软件服务,80.47,75.27
300312,邦讯技术,通讯行业,0.0,50.92
300313,天山生物,农牧饲渔,0.0,39.21
300314,戴维医疗,医疗行业,89.53,56.51
300315,掌趣科技,电子信息,32.83,244.9
300316,晶盛机电,机械行业,84.04,145.2
300317,珈伟股份,电子元件,61.35,192.7
300318,博晖创新,医疗行业,244.4,67.12
300319,麦捷科技,电子元件,58.68,91.81
300320,海达股份,塑胶制品,61.18,49.34
300321,同大股份,塑胶制品,94.74,29.24
300322,硕贝德,通讯行业,77.24,69.48
300323,华灿光电,电子元件,39.16,104.6
300324,旋极信息,软件服务,64.79,244.5
300325,德威新材,材料行业,86.32,61.84
300326,凯利泰,医疗行业,45.33,73.78
300327,中颖电子,电子元件,87.13,77.97
300328,宜安科技,金属制品,153.02,46.96
300329,海伦钢琴,文教休闲,103.85,36.36
300330,华虹计通,电子信息,0.0,29.56
300331,苏大维格,材料行业,426.28,62.82
300332,天壕环境,环保工程,77.4,90.07
300333,兆日科技,电子信息,176.61,51.21
300334,津膜科技,环保工程,96.51,45.74
300335,迪森股份,环保工程,48.42,61.74
300336,新文化,文化传媒,35.29,93.59
300337,银邦股份,材料行业,562.57,77.59
300338,开元仪器,仪器仪表,930.49,85.58
300339,润和软件,软件服务,85.28,108.3
300340,科恒股份,有色金属,931.66,72.55
300341,麦迪电气,输配电气,48.04,54.61
300342,天银机电,家电行业,47.03,77.73
300343,联创互联,电子信息,52.37,112.4
300344,太空板业,材料行业,394.74,37.06
300345,红宇新材,金属制品,322.38,51.50
300346,南大光电,材料行业,275.87,52.75
300347,泰格医药,医药制造,97.23,129.2
300348,长亮科技,软件服务,90.24,70.08
300349,金卡智能,仪器仪表,106.57,79.16
300350,华鹏飞,交运物流,50.57,66.71
300351,永贵电器,交运设备,68.56,97.84
300352,北信源,软件服务,334.41,99.86
300353,东土科技,通讯行业,102.33,92.64
300354,东华测试,仪器仪表,2006.24,30.60
300355,蒙草生态,环保工程,47.62,152.6
300356,光一科技,输配电气,162.46,53.29
300357,我武生物,医药制造,43.39,59.34
300358,楚天科技,医疗行业,60.78,76.95
300359,全通教育,文教休闲,198.67,111.7
300360,炬华科技,仪器仪表,25.83,68.47
300361,奥赛康,医药制造,0.0,0
300362,天翔环境,机械行业,117.57,92.52
300363,博腾股份,医药制造,48.7,83.38
300364,中文在线,文化传媒,656.72,106.2
300365,恒华科技,软件服务,54.26,68.06
300366,创意信息,电子信息,256.74,98.28
300367,东方网力,安防设备,116.32,171.4
300368,汇金股份,机械行业,1185.82,97.37
300369,绿盟科技,软件服务,556.41,107.6
300370,安控科技,仪器仪表,61.16,52.79
300371,汇中股份,仪器仪表,65.08,34.44
300372,欣泰电气,输配电气,0.0,0
300373,扬杰科技,电子元件,48.93,95.68
300374,恒通科技,化工行业,90.56,45.48
300375,鹏翎股份,汽车行业,27.39,43.08
300376,易事特,输配电气,69.31,326.9
300377,赢时胜,软件服务,285.19,117.4
300378,鼎捷软件,软件服务,141.09,56.64
300379,东方通,软件服务,162.21,97.42
300380,安硕信息,电子信息,505.47,45.11
300381,溢多利,农牧饲渔,106.75,94.37
300382,斯莱克,机械行业,80.3,57.89
300383,光环新网,电信运营,54.96,184.2
300384,三联虹普,化纤行业,68.22,62.95
300385,雪浪环境,机械行业,52.74,46.79
300386,飞天诚信,软件服务,78.62,94.02
300387,富邦股份,化工行业,44.13,35.87
300388,国祯环保,环保工程,63.42,66.10
300389,艾比森,电子元件,51.63,66.47
300390,天华超净,医疗行业,155.39,40.79
300391,康跃科技,机械行业,876.19,36.99
300392,腾信股份,文化传媒,0.0,58.37
300393,中来股份,材料行业,60.93,100.9
300394,天孚通信,通讯行业,46.44,56.46
300395,菲利华,玻璃陶瓷,45.63,49.30
300396,迪瑞医疗,医疗行业,44.13,55.22
300397,天和防务,电子信息,0.0,67.68
300398,飞凯材料,化工行业,151.96,103.0
300399,京天利,电子信息,118.92,45.37
300400,劲拓股份,机械行业,115.03,46.06
300401,花园生物,食品饮料,133.03,58.23
300402,宝色股份,专用设备,0.0,54.42
300403,地尔汉宇,机械行业,42.42,81.27
300404,博济医药,医药制造,1140.34,44.30
300405,科隆精化,化工行业,473.78,33.72
300406,九强生物,医药制造,35.91,97.56
300407,凯发电气,仪器仪表,38.14,49.29
300408,三环集团,电子元件,33.51,343.7
300409,道氏技术,材料行业,77.78,78.67
300410,正业科技,电子元件,159.06,82.69
300411,金盾股份,机械行业,147.38,62.86
300412,迦南科技,医疗行业,75.17,43.43
300413,快乐购,商业百货,185.53,84.49
300414,中光防雷,电子元件,81.05,50.22
300415,伊之密,机械行业,53.75,53.02
300416,苏试试验,电子元件,81.21,43.83
300417,南华仪器,仪器仪表,127.01,34.57
300418,昆仑万维,电子信息,38.36,252.1
300419,浩丰科技,电子信息,80.44,49.41
300420,五洋科技,机械行业,104.84,76.21
300421,力星股份,金属制品,82.03,44.83
300422,博世科,环保工程,105.49,66.12
300423,鲁亿通,输配电气,147.86,36.62
300424,航新科技,航天航空,163.19,80.35
300425,环能科技,环保工程,86.55,50.30
300426,唐德影视,文化传媒,81.41,107.4
300427,红相电力,输配电气,99.4,73.38
300428,四通新材,有色金属,97.71,65.81
300429,强力新材,化工行业,63.74,80.40
300430,诚益通,机械行业,97.0,46.58
300431,暴风集团,文化传媒,427.67,110.3
300432,富临精工,汽车行业,66.31,142.3
300433,蓝思科技,材料行业,64.95,688.1
300434,金石东方,机械行业,193.56,49.41
300435,中泰股份,机械行业,69.28,44.09
300436,广生堂,医药制造,108.52,72.07
300437,清水源,公用事业,153.01,48.45
300438,鹏辉能源,电子元件,76.59,88.56
300439,美康生物,医疗行业,50.45,96.08
300440,运达科技,电子信息,59.97,60.26
300441,鲍斯股份,机械行业,115.55,78.62
300442,普丽盛,机械行业,1258.47,40.96
300443,金雷风电,机械行业,41.07,72.56
300444,双杰电气,输配电气,69.12,67.02
300445,康斯特,仪器仪表,153.09,48.68
300446,乐凯新材,电子信息,42.77,46.19
300447,全信股份,输配电气,89.69,81.53
300448,浩云科技,软件服务,300.62,55.64
300449,汉邦高科,安防设备,163.48,52.17
300450,先导智能,机械行业,62.63,182.0
300451,创业软件,软件服务,139.94,88.17
300452,山河药辅,医药制造,70.51,34.40
300453,三鑫医疗,医疗行业,96.89,35.47
300455,康拓红外,电子信息,123.03,59.89
300456,耐威科技,航天航空,404.21,95.00
300457,赢合科技,电子元件,66.23,82.04
300458,全志科技,电子元件,68.82,126.7
300459,金科娱乐,化工行业,119.96,218.7
300460,惠伦晶体,电子元件,201.21,41.95
300461,田中精机,电子元件,1025.28,46.89
300462,华铭智能,交运设备,92.45,48.06
300463,迈克生物,医疗行业,38.75,126.9
300464,星徽精密,金属制品,99.67,37.99
300465,高伟达,软件服务,414.62,65.18
300466,赛摩电气,仪器仪表,385.43,111.7
300467,迅游科技,软件服务,163.83,77.74
300468,四方精创,软件服务,115.36,63.56
300469,信息发展,软件服务,2672.04,46.77
300470,日机密封,机械行业,54.61,43.98
300471,厚普股份,机械行业,61.5,73.29
300472,新元科技,交运设备,233.88,37.88
300473,德尔股份,汽车行业,58.18,69.59
300474,景嘉微,电子信息,112.16,136.0
300475,聚隆科技,家电行业,68.86,73.30
300476,胜宏科技,电子元件,38.72,89.85
300477,合纵科技,输配电气,85.77,53.58
300478,杭州高新,塑胶制品,120.17,37.17
300479,神思电子,电子信息,307.51,40.91
300480,光力科技,专用设备,155.87,48.18
300481,濮阳惠成,化工行业,82.12,51.33
300482,万孚生物,医药制造,97.49,141.3
300483,沃施股份,木业家具,173.72,29.43
300484,蓝海华腾,输配电气,56.97,80.50
300485,赛升药业,医药制造,37.11,99.67
300486,东杰智能,专用设备,0.0,31.99
300487,蓝晓科技,化工行业,83.52,51.53
300488,恒锋工具,金属制品,69.94,49.31
300489,中飞股份,金属制品,126.01,31.85
300490,华自科技,输配电气,135.43,50.00
300491,通合科技,输配电气,137.43,56.40
300492,山鼎设计,工程建设,451.44,43.92
300493,润欣科技,电子信息,115.0,56.71
300494,盛天网络,电子信息,73.19,67.75
300495,美尚生态,园林工程,53.0,110.8
300496,中科创达,电子信息,127.13,152.9
300497,富祥股份,医药制造,38.66,67.89
300498,温氏股份,农牧饲渔,10.05,1452
300499,高澜股份,专用设备,145.22,44.63
300500,启迪设计,工程建设,98.03,49.24
300501,海顺新材,包装材料,70.94,45.83
300502,新易盛,通讯行业,71.59,76.83
300503,昊志机电,机械行业,84.8,60.86
300505,川金诺,化工行业,102.96,60.13
300506,名家汇,电子元件,176.1,115.2
300507,苏奥传感,汽车行业,77.55,74.70
300508,维宏股份,软件服务,129.73,61.06
